REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
LAO,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_1254,0,PCNT,,ANTENATAL,2012,27.2,,1,RP,F,,,,,,,EOF,
LAO,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_709,0,PCNT,,ANTENATAL,2017,55.1,,1,RP,F,,,,,,,EOF,
LAO,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_3299,0,PCNT,,ANTENATAL,2023,66.3,,1,RP,F,,,,,,CRAVE 2025 - Template,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,70.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,71.2,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,71.5,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,71.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,72.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,73.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,74.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,75.3,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,75.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,75.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,75.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,75.7,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,76.2,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,76.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,76.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,77.1,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,77.5,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,77.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,78.1,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,78,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,78,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,77.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,77.3,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,77.3,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,77.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCAP_OTHER_AREA,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,76.7,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,86.8,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,87,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,87.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,87.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,87.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,88.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,88.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,89,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,89.4,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,90,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,90.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,91,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,91.2,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,91.2,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,90.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,90.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,90.5,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,90.1,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,89.6,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,89.5,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,89.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,90,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,90.3,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,90.9,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,91.1,,1,RA,F,,,,,,,EOF,
SDGRC_ESCWA_ARAB_HIGH,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,91.2,,1,RA,F,,,,,,,EOF,
MAR,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_3304,0,PCNT,,ANTENATAL,2018,69.6,,1,RP,F,,,,,,,EOF,
MAR,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_1497,0,PCNT,,ANTENATAL,2011,73.9,,1,RP,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,55.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,56.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,56.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,58.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,58.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,60.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,61,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,61.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,63.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,65,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,66.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,68.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,70.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,71.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,72.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,72.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,72.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_SIS,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,72.6,,1,RA,F,,,,,,,EOF,
MWI,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_1210,0,PCNT,,ANTENATAL,2014,44,,1,RP,F,,,,,,,EOF,
GNB,MNCH_ANC4,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_283,0,PCNT,,ANTENATAL,2014,64.6,,1,RA,F,,,,,,"Data downloaded from International Center for Equity in Health, Federal University of Pelotas",EOF,
COL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_119,0,PCNT,,ANTENATAL,2000,55.3,,1,RP,F,,,,,,Statcompiler Oct 2025,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,48.4,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,49.7,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,51.4,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,52.6,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,53.9,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,55,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,55.7,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,55.9,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,56,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,55.4,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,57,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,57.2,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,58,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,59.1,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,59.5,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,60.3,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,60.4,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,60.9,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,61.3,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,61.8,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,62.7,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,63.5,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,63.9,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,64.8,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,65.7,,1,RA,F,,,,,,,EOF,
AUREC_SADC,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,66.5,,1,RA,F,,,,,,,EOF,
SLE,MNCH_ANC4,_T,Y15T49,_T,_T,U,_T,MNCH_SRC_1933,0,PCNT,,ANTENATAL,2019,72.6,,1,RP,F,,,,,,Statcompiler,EOF,
COL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_55,0,PCNT,,ANTENATAL,2016,80.5,,1,RP,F,,,,,Age 13-49,CRAVE 2024,EOF,
BWA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_342,0,PCNT,,ANTENATAL,2007,69.7,,1,RP,F,,,,,,,EOF,
IRQ,MNCH_ANC4,_T,Y15T49,_T,_T,U,_T,MNCH_SRC_267,0,PCNT,,ANTENATAL,2011,54,,1,RP,F,,,,,,,EOF,
COL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_15,0,PCNT,,ANTENATAL,2015,80.5,,1,RP,F,,,,,,Statcompiler Oct 2025,EOF,
TKM,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_119,0,PCNT,,ANTENATAL,2000,90.4,,1,RP,F,,,,,,Statcompiler Oct 2025,EOF,
GAB,MNCH_ANC4,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_886,0,PCNT,,ANTENATAL,2001,55.8,,1,RP,F,,,,,,,EOF,
GAB,MNCH_ANC4,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_2798,0,PCNT,,ANTENATAL,2021,68.5,,1,RP,F,,,,,,Statcompiler,EOF,
MWI,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_3322,0,PCNT,,ANTENATAL,2024,63.1,,1,RP,F,,,,,,CRAVE 2025 - Template,EOF,
MWI,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_3384,0,PCNT,,ANTENATAL,2024,63.1,,1,RP,F,,,,,,CRAVE 2025 - Template,EOF,
KGZ,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_889,0,PCNT,,ANTENATAL,2012,97.9,,1,RP,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,69,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,69.5,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,70.4,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,71.2,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,71.3,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,72,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,71.9,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,73.4,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,74.6,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,76.2,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,77.4,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,78.5,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,79.7,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,79.8,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,79.7,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,79.9,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,80.7,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,80.6,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,80.8,,1,RA,F,,,,,,,EOF,
UNSDG_CARIBBEAN,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,81.6,,1,RA,F,,,,,,,EOF,
