REF_AREA,INDICATOR,SEX,AGE,AGE_AT_BIRTH,WEALTH_QUINTILE,RESIDENCE,MOTHER_EDUCATION,DATA_SOURCE,UNIT_MULTIPLIER,UNIT_MEASURE,SERIES_FOOTNOTE,SUB_SECTOR,TIME_PERIOD,OBS_VALUE,SOWC_FLAG_A,DATA_SOURCE_PRIORITY,OBS_STATUS,OBS_CONF,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,UNWGTD_SAMPL_SIZE,OBS_FOOTNOTE,SOURCE_LINK,TIME_PERIOD_METHOD,COVERAGE_TIME
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,69.9,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,70.7,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,71.5,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,72.4,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,73.3,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,74.7,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,75.8,,1,RA,F,,,,,,,EOF,
UNSDG_ASIA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,76.7,,1,RA,F,,,,,,,EOF,
NGA,MNCH_ANC4,_T,Y15T49,_T,Q2,_T,_T,MNCH_SRC_393,0,PCNT,,ANTENATAL,2003,28.2,,1,RP,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,85,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,85.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,85.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,85.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,86.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,87.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,88.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,88.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,89.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,90.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,90.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,91.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,91.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,92.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,92.4,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,92.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,92.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,92.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,93,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,93.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,93.4,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,93.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,93.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,94.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,94.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECE_ALL,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,94.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,26,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,26.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,27.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,28.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,29.4,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,29.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,30.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,30.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,30.4,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,31.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,32.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,33.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,34.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,35.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,36.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,37.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,38.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,39,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,40.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,40.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,41.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,42,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,41.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,42,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,42.2,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_ALL,MNCH_ANC4,_T,Y15T49,_T,Q1,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,42.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,28.4,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,29.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,31,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,32.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,32.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,33.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,35.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,35.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,36.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,37.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,39.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,40.6,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,42.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,44.7,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,46.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,47.5,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,47.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,48.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,48.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,49.8,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,51.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,52.9,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,54.1,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,55.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,56.3,,1,RA,F,,,,,,,EOF,
SDGRC_ECA_COMESA,MNCH_ANC4,_T,Y15T49,_T,_T,R,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,57.8,,1,RA,F,,,,,,,EOF,
TJK,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_3377,0,PCNT,,ANTENATAL,2023,65.9,,1,RP,F,,,,337,,DHS Statcompiler Data via API,EOF,
ZMB,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2951,0,PCNT,,ANTENATAL,2024,79.7,,1,RP,F,,,,,,CRAVE 2025,EOF,
TKM,MNCH_ANC4,_T,Y15T19,_T,_T,_T,_T,MNCH_SRC_271,0,PCNT,,ANTENATAL,2016,97.6,,1,RA,F,,,,,,"Data downloaded from International Center for Equity in Health, Federal University of Pelotas",EOF,
NGA,MNCH_ANC4,_T,Y15T49,_T,Q2,_T,_T,MNCH_SRC_310,0,PCNT,,ANTENATAL,2008,28.5,,1,RP,F,,,,,,,EOF,
TJK,MNCH_ANC4,_T,Y15T49,_T,Q3,_T,_T,MNCH_SRC_2058,0,PCNT,,ANTENATAL,2007,42,,1,RP,F,,,,,,,EOF,
NGA,MNCH_ANC4,_T,Y15T49,_T,Q2,_T,_T,MNCH_SRC_267,0,PCNT,,ANTENATAL,2011,37.5,,1,RP,F,,,,,,,EOF,
NAM,MNCH_ANC4,_T,Y15T49,_T,Q5,_T,_T,MNCH_SRC_751,0,PCNT,,ANTENATAL,2013,77.8,,1,RP,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,77.2,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,77.2,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,77.3,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,77.6,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,78.8,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,80.3,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,81.9,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,83.1,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,84.3,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,85.5,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,86.7,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,87.5,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,88.5,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,89.2,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,89.4,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,89.7,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,89.8,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,90.2,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,90.4,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,90.8,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2020,91,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2021,91.3,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2022,91.6,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2023,92,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2024,92.4,,1,RA,F,,,,,,,EOF,
UNICEF_ECA,MNCH_ANC4,_T,Y15T49,_T,_T,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2025,92.9,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2000,38.1,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2001,39.1,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2002,40.2,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2003,40.9,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2004,41.9,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2005,43,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2006,44.1,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2007,44.7,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2008,46,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2009,47,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2010,48.1,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2011,49.1,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2012,51,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2013,52.4,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2014,53.2,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2015,54.6,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2016,55.5,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2017,56.6,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2018,57.7,,1,RA,F,,,,,,,EOF,
UNICEF_ESA,MNCH_ANC4,_T,Y15T49,_T,Q4,_T,_T,MNCH_SRC_2917,0,PCNT,,ANTENATAL,2019,59,,1,RA,F,,,,,,,EOF,
