outcome,area,country,region,source_country_name,model_source,source_model_file
maternal_deaths,100,Lithuania,European Region,Lithuania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-100-01-01-2019.csv
maternal_deaths,101,Luxembourg,European Region,Luxembourg,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-101-01-01-2019.csv
maternal_deaths,102,Madagascar,African Region,Madagascar,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-102-01-01-2019.csv
maternal_deaths,103,Malawi,African Region,Malawi,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-103-01-01-2019.csv
maternal_deaths,104,Malaysia,Western Pacific Region,Malaysia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-104-01-01-2019.csv
maternal_deaths,105,Maldives,Southeast Asia Region,Maldives,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-105-01-01-2019.csv
maternal_deaths,106,Mali,African Region,Mali,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-106-01-01-2019.csv
maternal_deaths,107,Malta,European Region,Malta,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-107-01-01-2019.csv
maternal_deaths,108,Marshall Islands,Western Pacific Region,Marshall Islands,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-108-01-01-2019.csv
maternal_deaths,109,Mauritania,African Region,Mauritania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-109-01-01-2019.csv
maternal_deaths,110,Mauritius,African Region,Mauritius,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-110-01-01-2019.csv
maternal_deaths,111,Mexico,Region of the Americas,Mexico,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-111-01-01-2019.csv
maternal_deaths,112,Micronesia,Western Pacific Region,Micronesia (Federated States of),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-112-01-01-2019.csv
maternal_deaths,113,Monaco,European Region,Monaco,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-113-01-01-2019.csv
maternal_deaths,114,Mongolia,Western Pacific Region,Mongolia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-114-01-01-2019.csv
maternal_deaths,115,Montenegro,European Region,Montenegro,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-115-01-01-2019.csv
maternal_deaths,116,Morocco,Eastern Mediterranean,Morocco,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-116-01-01-2019.csv
maternal_deaths,117,Mozambique,African Region,Mozambique,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-117-01-01-2019.csv
maternal_deaths,118,Myanmar,Southeast Asia Region,Myanmar,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-118-01-01-2019.csv
maternal_deaths,119,Namibia,African Region,Namibia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-119-01-01-2019.csv
maternal_deaths,120,Nauru,Western Pacific Region,Nauru,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-120-01-01-2019.csv
maternal_deaths,121,Nepal,Southeast Asia Region,Nepal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-121-01-01-2019.csv
maternal_deaths,122,Netherlands,European Region,Netherlands (Kingdom of the),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-122-01-01-2019.csv
maternal_deaths,123,New Zealand,Western Pacific Region,New Zealand,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-123-01-01-2019.csv
maternal_deaths,124,Nicaragua,Region of the Americas,Nicaragua,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-124-01-01-2019.csv
maternal_deaths,125,Niger,African Region,Niger,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-125-01-01-2019.csv
maternal_deaths,126,Nigeria,African Region,Nigeria,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-126-01-01-2019.csv
maternal_deaths,127,North Macedonia,European Region,North Macedonia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-127-01-01-2019.csv
maternal_deaths,128,Norway,European Region,Norway,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-128-01-01-2019.csv
maternal_deaths,129,Oman,Eastern Mediterranean,Oman,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-129-01-01-2019.csv
maternal_deaths,130,Pakistan,Eastern Mediterranean,Pakistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-130-01-01-2019.csv
maternal_deaths,131,Palau,Western Pacific Region,Palau,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-131-01-01-2019.csv
maternal_deaths,132,Panama,Region of the Americas,Panama,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-132-01-01-2019.csv
maternal_deaths,133,Papua New Guinea,Western Pacific Region,Papua New Guinea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-133-01-01-2019.csv
maternal_deaths,134,Paraguay,Region of the Americas,Paraguay,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-134-01-01-2019.csv
maternal_deaths,135,Peru,Region of the Americas,Peru,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-135-01-01-2019.csv
maternal_deaths,136,Philippines,Western Pacific Region,Philippines,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-136-01-01-2019.csv
maternal_deaths,137,Poland,European Region,Poland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-137-01-01-2019.csv
maternal_deaths,138,Portugal,European Region,Portugal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-138-01-01-2019.csv
maternal_deaths,139,Puerto Rico,Region of the Americas,Puerto Rico,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-139-01-01-2019.csv
maternal_deaths,140,Qatar,Eastern Mediterranean,Qatar,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-140-01-01-2019.csv
maternal_deaths,141,Republic of Korea,Western Pacific Region,Republic of Korea,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-141-01-01-2019.csv
maternal_deaths,142,Republic of Moldova,European Region,Republic of Moldova,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-142-01-01-2019.csv
maternal_deaths,143,Romania,European Region,Romania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-143-01-01-2019.csv
maternal_deaths,144,Russian Federation,European Region,Russian Federation,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-144-01-01-2019.csv
maternal_deaths,145,Rwanda,African Region,Rwanda,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-145-01-01-2019.csv
maternal_deaths,146,Saint Kitts and Nevis,Region of the Americas,Saint Kitts and Nevis,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-146-01-01-2019.csv
maternal_deaths,147,Saint Lucia,Region of the Americas,Saint Lucia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-147-01-01-2019.csv
maternal_deaths,148,Saint Vincent,Region of the Americas,Saint Vincent and the Grenadines,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-148-01-01-2019.csv
maternal_deaths,149,Samoa,Western Pacific Region,Samoa,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-149-01-01-2019.csv
maternal_deaths,150,San Marino,European Region,San Marino,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-150-01-01-2019.csv
maternal_deaths,151,Sao Tome and Principe,African Region,Sao Tome and Principe,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-151-01-01-2019.csv
maternal_deaths,152,Saudi Arabia,Eastern Mediterranean,Saudi Arabia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-152-01-01-2019.csv
maternal_deaths,153,Senegal,African Region,Senegal,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-153-01-01-2019.csv
maternal_deaths,154,Serbia,European Region,Serbia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-154-01-01-2019.csv
maternal_deaths,155,Seychelles,African Region,Seychelles,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-155-01-01-2019.csv
maternal_deaths,156,Sierra Leone,African Region,Sierra Leone,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-156-01-01-2019.csv
maternal_deaths,157,Singapore,Western Pacific Region,Singapore,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-157-01-01-2019.csv
maternal_deaths,158,Slovakia,European Region,Slovakia,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-158-01-01-2019.csv
maternal_deaths,159,Slovenia,European Region,Slovenia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-159-01-01-2019.csv
maternal_deaths,160,Solomon Islands,Western Pacific Region,Solomon Islands,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-160-01-01-2019.csv
maternal_deaths,161,Somalia,Eastern Mediterranean,Somalia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-161-01-01-2019.csv
maternal_deaths,162,South Africa,African Region,South Africa,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-162-01-01-2019.csv
maternal_deaths,163,South Sudan,African Region,South Sudan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-163-01-01-2019.csv
maternal_deaths,164,Spain,European Region,Spain,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-164-01-01-2019.csv
maternal_deaths,165,Sri Lanka,Southeast Asia Region,Sri Lanka,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-165-01-01-2019.csv
maternal_deaths,166,Sudan,Eastern Mediterranean,Sudan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-166-01-01-2019.csv
maternal_deaths,167,Suriname,Region of the Americas,Suriname,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-167-01-01-2019.csv
maternal_deaths,168,Sweden,European Region,Sweden,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-168-01-01-2019.csv
maternal_deaths,169,Switzerland,European Region,Switzerland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-169-01-01-2019.csv
maternal_deaths,170,Syria,Eastern Mediterranean,Syrian Arab Republic,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-170-01-01-2019.csv
maternal_deaths,171,Tajikistan,European Region,Tajikistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-171-01-01-2019.csv
maternal_deaths,172,Thailand,Southeast Asia Region,Thailand,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-172-01-01-2019.csv
maternal_deaths,173,Timor-Leste,Southeast Asia Region,Timor-Leste,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-173-01-01-2019.csv
maternal_deaths,174,Togo,African Region,Togo,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-174-01-01-2019.csv
maternal_deaths,175,Tonga,Western Pacific Region,Tonga,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-175-01-01-2019.csv
maternal_deaths,176,Trinidad and Tobago,Region of the Americas,Trinidad and Tobago,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-176-01-01-2019.csv
maternal_deaths,177,Tunisia,Eastern Mediterranean,Tunisia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-177-01-01-2019.csv
maternal_deaths,178,Turkmenistan,European Region,Turkmenistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-178-01-01-2019.csv
maternal_deaths,179,Tuvalu,Western Pacific Region,Tuvalu,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-179-01-01-2019.csv
maternal_deaths,180,Turkey,European Region,Türkiye,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-180-01-01-2019.csv
maternal_deaths,181,Uganda,African Region,Uganda,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-181-01-01-2019.csv
maternal_deaths,182,Ukraine,European Region,Ukraine,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-182-01-01-2019.csv
maternal_deaths,183,United Arab Emirates,Eastern Mediterranean,United Arab Emirates,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-183-01-01-2019.csv
maternal_deaths,184,United Kingdom,European Region,United Kingdom of Great Britain and Northern Ireland,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-184-01-01-2019.csv
maternal_deaths,185,Tanzania,African Region,United Republic of Tanzania,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-185-01-01-2019.csv
maternal_deaths,186,USA,Region of the Americas,United States of America,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-186-01-01-2019.csv
maternal_deaths,187,Uruguay,Region of the Americas,Uruguay,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-187-01-01-2019.csv
maternal_deaths,188,Uzbekistan,European Region,Uzbekistan,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-188-01-01-2019.csv
maternal_deaths,189,Vanuatu,Western Pacific Region,Vanuatu,ranked_top1_fallback,ranked(1)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-yearly-maternal-deaths-world-area-189-01-01-2019.csv
maternal_deaths,190,Venezuela,Region of the Americas,Venezuela (Bolivarian Republic of),ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-190-01-01-2019.csv
maternal_deaths,191,Viet Nam,Western Pacific Region,Viet Nam,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-191-01-01-2019.csv
maternal_deaths,192,Yemen,Eastern Mediterranean,Yemen,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-192-01-01-2019.csv
maternal_deaths,193,Zambia,African Region,Zambia,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-193-01-01-2019.csv
maternal_deaths,194,Zimbabwe,African Region,Zimbabwe,ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-194-01-01-2019.csv
maternal_deaths,195,Palestine,Eastern Mediterranean,"occupied Palestinian territory, including east Jerusalem",ensemble_top4,Ensemble(4)-onsetfixed-0-flag1-1-method-0-dist-0-horizon-4-weighttype-0-yearly-maternal-deaths-world-area-195-01-01-2019.csv
