outcome,area,country,source_country_name,region,year,observed,expected_median,expected_lower,expected_upper,model_source,excess_median,excess_lower,excess_upper,signed_deviation,observed_expected_ratio,log_observed_expected_ratio
maternal_deaths,70,Grenada,Grenada,Region of the Americas,2023,0.66,0.611367152782,0.490397827584,0.758642505889,ensemble_top4,0.0486328472175,0,0.169602172416,0.0486328472175,1.07954769404,0.0765421516022
maternal_deaths,71,Guatemala,Guatemala,Region of the Americas,2020,392.1,417.744211658,379.624777581,452.29906071,ensemble_top4,0,0,12.4752224193,-25.6442116581,0.938612646346,-0.0633524020863
maternal_deaths,71,Guatemala,Guatemala,Region of the Americas,2021,471.9,410.443865353,368.718846126,449.689546508,ensemble_top4,61.4561346471,22.2104534923,103.181153874,61.4561346471,1.14973091288,0.139527926199
maternal_deaths,71,Guatemala,Guatemala,Region of the Americas,2022,363,403.161994213,359.596587503,447.767205447,ensemble_top4,0,0,3.40341249675,-40.1619942126,0.900382489448,-0.104935617664
maternal_deaths,71,Guatemala,Guatemala,Region of the Americas,2023,353.5,396.149223197,350.325348337,448.751640158,ensemble_top4,0,0,3.17465166345,-42.6492231969,0.892340510344,-0.113907481192
maternal_deaths,72,Guinea,Guinea,African Region,2020,2509,2569.23646124,2445.39627298,2688.20863132,ensemble_top4,0,0,63.6037270152,-60.2364612387,0.976554722717,-0.0237244905866
maternal_deaths,72,Guinea,Guinea,African Region,2021,2558,2524.29932004,2400.12640647,2646.30504276,ensemble_top4,33.7006799632,0,157.873593533,33.7006799632,1.01335050867,0.0132621759539
maternal_deaths,72,Guinea,Guinea,African Region,2022,2418,2481.70702467,2356.87848564,2602.48596611,ensemble_top4,0,0,61.1215143601,-63.707024666,0.97432935313,-0.0260058876008
maternal_deaths,72,Guinea,Guinea,African Region,2023,2409,2438.94333841,2310.01059617,2559.62334587,ensemble_top4,0,0,98.9894038322,-29.9433384076,0.987722823267,-0.012353163846
maternal_deaths,73,Guinea-Bissau,Guinea-Bissau,African Region,2020,381.2,351.168274239,306.947100599,398.051522868,ensemble_top4,30.0317257609,0,74.2528994014,30.0317257609,1.08551947304,0.0820586494095
maternal_deaths,73,Guinea-Bissau,Guinea-Bissau,African Region,2021,393.5,340.9624382,292.734428131,394.572224263,ensemble_top4,52.5375618003,0,100.765571869,52.5375618003,1.15408606906,0.143308748548
maternal_deaths,73,Guinea-Bissau,Guinea-Bissau,African Region,2022,345.8,331.457286669,275.149410036,393.500998997,ensemble_top4,14.3427133311,0,70.650589964,14.3427133311,1.04327167906,0.0423616205858
maternal_deaths,73,Guinea-Bissau,Guinea-Bissau,African Region,2023,326.9,322.512640438,256.7832931,388.098726765,ensemble_top4,4.38735956225,0,70.1167068997,4.38735956225,1.0136036825,0.0135119831066
maternal_deaths,74,Guyana,Guyana,Region of the Americas,2020,18.63,17.3255083308,16.1270286639,18.5588336212,ensemble_top4,1.30449166921,0.0711663788417,2.5029713361,1.30449166921,1.07529312528,0.0725932990856
